id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
585043,amazing room with bosphorus view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,227,7,11,2015-04-12,0.11,3,90
591954,Cosy Double Room with Huge Terrace!,2541656,Başak,,Besiktas,41.05193,29.00551,Private room,109,15,45,2019-09-08,0.44,11,335
592063,Modern Parisian Apartment in Galata,512727,Fabrice,,Fatih,41.01989,28.95847,Private room,1032,1,0,,,1,0
592336,Room in Kadikoy/Istanbul,2924046,Ezgi,,Kadikoy,40.98628,29.03288,Private room,363,1,0,,,2,365
593890,Cihangir Centre - Large Room,799900,Jordan,,Beyoglu,41.03112,28.98395,Private room,226,1,0,,,1,0
597148,Flat and roomIN OLDCITY SULTANAHMET,2952503,Adem,,Fatih,41.00419,28.97035,Private room,1117,1,0,,,1,364
598415,Double room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97637,29.06653,Private room,363,7,7,2019-04-08,0.07,3,365
602565,Student Flats Student Discounts,635236,Thyme,,Kadikoy,40.99429,29.02797,Private room,82,30,4,2019-01-13,0.04,4,364
607323,Blue Suites by V 1 Sultanahmet,2751565,Volkan,,Fatih,41.00685,28.98025,Hotel room,362,1,83,2020-02-10,0.88,3,365
607344,Blue Suites by V 2 Sultanahmet,2751565,Volkan,,Fatih,41.00512,28.97901,Hotel room,363,1,37,2020-01-03,0.39,3,0
608765,Spatious room in Rumeli Hisari,1519682,Asli,,Sariyer,41.08665,29.04613,Private room,553,1,0,,,1,0
610111,Enjoy the sea view rooms & terrace,3025239,Yasemin,,Fatih,40.99825,28.92964,Private room,493,1,0,,,1,365
610530,City Centre Urban Flat,3027069,Burçin,,Sisli,41.06254,28.98454,Entire home/apt,372,3,22,2020-12-24,0.58,1,365
610875,Full furnished flat in Beyoglu/IST,2963950,Bilal,,Beyoglu,41.03837,28.98309,Entire home/apt,736,1,0,,,1,364
612327,Spacious Design Apartment on trendy Galata Square,2911496,Nadira,,Beyoglu,41.02699,28.97475,Entire home/apt,754,3,207,2020-11-19,2.03,1,365
614112,small house in outside of istanbul,3046062,Ali,,Silivri,41.14007,28.31601,Private room,1142,1,0,,,1,0
617961,Historical Flat in Galata,3061457,Faik,,Beyoglu,41.02574,28.97505,Private room,264,360,0,,,1,365
618156,"Sultanahmet-Istanbul, Adalar Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,164,1,59,2020-12-03,0.60,21,2
629373,*** Spacious FLAT with Sea View ***,635236,Thyme,,Kadikoy,40.99607,29.02497,Entire home/apt,545,2,38,2020-02-24,0.37,4,32
630494,Rooms with a Mystical Garden,3134482,Alper,,Beyoglu,41.03197,28.98928,Shared room,454,1,0,,,1,365
631211,a nice place close to city center,3137639,Mustafa,,Fatih,41.00349,28.93031,Private room,221,1,0,,,1,0
632120,COSY PLACE AT ISTANBUL NISANTASI,3144818,Semih,,Sisli,41.05324,28.99166,Entire home/apt,632,3,13,2020-11-20,0.13,5,0
644669,Apartment with nice bosphorus view,3153138,Erman,,Beyoglu,41.0244,28.97595,Private room,454,2,0,,,1,365
646784,"Rooftop terrace, tower& water views",3242426,Kadir,,Beyoglu,41.02565,28.97398,Entire home/apt,1633,1,71,2020-11-07,0.78,11,0
649095,simple&clean apt w/ amazing view,2678583,Umut,,Beyoglu,41.0257,28.97649,Entire home/apt,436,3,88,2020-03-01,0.86,3,0
651039,"Quiet, spacious, with patio garden",3242426,Kadir,,Beyoglu,41.0304,28.98238,Entire home/apt,864,2,27,2020-01-01,0.36,11,365
651276,"Cozy, high ceilings & marble floors",3242426,Kadir,,Beyoglu,41.03171,28.97994,Entire home/apt,545,2,9,2020-01-02,0.10,11,0
652469,Cosy apartment in Istanbul,1876554,Ece & Ali,,Kadikoy,40.9756,29.05965,Entire home/apt,483,4,8,2018-08-08,0.08,1,363
652580,"Light, peaceful & high ceilings",3242426,Kadir,,Beyoglu,41.03116,28.98094,Entire home/apt,545,2,14,2020-11-30,0.22,11,358
652610,"White, bright and airy!",3242426,Kadir,,Beyoglu,41.03207,28.98067,Entire home/apt,546,2,5,2020-11-09,0.07,11,249
652635,Penthouse with panoramic views,3242426,Kadir,,Beyoglu,41.03234,28.98048,Entire home/apt,1273,2,12,2016-01-05,0.12,11,123
659314,Historic Old City Studio Apt Balat1,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,227,2,177,2020-07-23,1.81,7,0
659354,Historic Old City Duplex Apt Balat3,2361238,Carolina,,Fatih,41.02952,28.94716,Entire home/apt,300,2,172,2020-11-01,1.93,7,365
660813,YOUR HOME IN ISTANBUL,1350725,Zeynel,,Umraniye,41.02731,29.08375,Private room,453,1,0,,,1,0
661206,In the center with a good price,3338221,Bahar,,Fatih,41.01966,28.92449,Private room,149,1,33,2016-04-29,0.32,2,365
661874,2 BEDROOM 1 LIVING ROOM WITH SEA VIEW,3341629,MySuite,,Beyoglu,41.03055,28.98099,Entire home/apt,1038,1,5,2020-09-12,0.22,1,331
663291,Historic Old City Studio Apt Balat2,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,327,2,177,2020-09-21,1.87,7,336
663327,Historic Old City MiniDuplex Balat4,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,193,2,204,2020-10-04,2.03,7,0
668803,Chic Quatier Botanical Heaven,3385653,Berna,,Sisli,41.05093,29.00181,Entire home/apt,999,3,0,,,1,365
670454,"Cozy Room with Terrace, City View!",2541656,Başak,,Besiktas,41.05167,29.00572,Private room,109,28,24,2020-10-31,0.24,11,0
680374,Fancy 2 Bdrm Macka Apt (near Besiktas and Taksim),2086289,Banu,,Besiktas,41.04298,28.99915,Entire home/apt,451,2,78,2020-12-05,0.78,1,351
683068,Weekly Monthly suits 5min. Taksim,3476819,Tan,,Sisli,41.04995,28.98736,Private room,908,1,0,,,1,365
683885,Ender Guzey Museum ARThill Bodrum,3486968,Ender,,Sariyer,41.22204,29.02467,Private room,627,180,0,,,1,365
684354,Modern and Clean Residence in Perfect Location,3489405,Omer Faruk,,Bahcelievler,41.00468,28.81231,Entire home/apt,545,5,45,2020-01-24,1.02,2,180
688345,Cozy apt in the heart of Cihangir,3514111,Emre,,Beyoglu,41.03211,28.98401,Private room,494,5,1,2013-05-09,0.01,1,365
691434,1 bedroom apartment in the center of Old Istanbul,2552453,Ozkan,,Fatih,41.02981,28.94857,Entire home/apt,407,14,29,2020-09-16,0.44,4,0
691572,Studio flat in Istanbul very good price,2552453,Ozkan,,Fatih,41.02875,28.9481,Entire home/apt,356,14,35,2020-11-14,0.54,4,335
691637,Luxury in space & full privacy,3072862,Levent,,Fatih,41.00394,28.97978,Entire home/apt,2178,1,3,2016-05-28,0.05,2,365
694026,Comfy Central Room in A Safe Area,3550985,Ahmet,,Sisli,41.05356,28.97864,Private room,91,3,36,2017-04-21,0.41,1,365
694664,EDEN | 1Bed with Garden in CIHANGIR,852380,Ilker,,Beyoglu,41.03045,28.98389,Entire home/apt,527,3,26,2020-10-31,0.26,4,352
700777,❦ Great location・Economic ・Clean ❦,3594937,Eser,,Sisli,41.05462,28.99195,Entire home/apt,199,180,6,2015-03-14,0.06,2,0
701899,"Artist's Studio, Central & Near Taksim",3195183,Efe & Memet,,Sisli,41.0497,28.98836,Entire home/apt,230,2,192,2020-12-28,1.91,2,1
703593,Perfect Located HOUSE Cihangir BEYOGLU,2769925,Pelin,,Beyoglu,41.03099,28.98272,Entire home/apt,202,2,339,2020-12-06,3.40,5,0
705394,"Catch Spell of  Beyoglu, PERA, Taxim,taksim",3314654,Baris,,Beyoglu,41.02976,28.97419,Entire home/apt,501,1,31,2020-11-24,0.31,2,364
708485,Beach sea sunbath in the black sea1,3640313,Şile,,Sile,41.17059,29.63018,Private room,186,1,19,2018-07-12,0.25,8,1
708882,LÜX_TEMİZ_HİJYENİK_DAİRE,3646896,Şafak,,Sisli,41.07533,28.99873,Entire home/apt,888,1,0,,,1,365
709378,"Really Turkish Hospitality Mimaroba, Büyükçekmece",3649401,Fikret,,Besiktas,41.04236,29.00527,Private room,318,1,0,,,1,362
710475,"house surrounded by greenery,beykoz",3657032,Canan,,Beykoz,41.13963,29.13012,Entire home/apt,409,1,3,2015-08-23,0.03,1,365
710715,CHOOSE THE NATURE TO REST,3657952,Cengiz,,Sile,41.16284,29.58172,Private room,2947,1,0,,,1,0
710749,Tabiatla iç içe! Ulaşım çok kolay!,3658014,Necdet,,Cekmekoy,41.03261,29.17809,Private room,545,1,0,,,1,0
710984,FUAREV FLAT 84M2 CLOSED TO AIRPORT,3640298,Fuarev,,Kucukcekmece,41.03494,28.77126,Entire home/apt,609,7,2,2014-04-14,0.02,6,335
711143,FUAREV FLAT 84M2 in a LUX COMPLEX,3640298,Fuarev,,Kucukcekmece,41.05591,28.78515,Entire home/apt,445,7,2,2015-03-27,0.03,6,335
712110,get a roommate,3665501,Ali,,Bagcilar,41.03003,28.84413,Shared room,634,1,0,,,1,0
713217,The Jewel of the Bosphorus,3670838,Cedric,,Uskudar,41.0428,29.04829,Private room,1041,1,1,2013-04-11,0.01,1,1
714419,Attic for 2adults+2kids in villa,3679414,Bilge Han,,Sariyer,41.23412,29.00687,Private room,744,6,0,,,1,365
717409,"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",1411951,,,Sisli,41.07186,29.00072,Entire home/apt,727,6,0,,,1,365
718628,Şık aydınlık site içinde daire,3706697,Suna,,Sancaktepe,41.00618,29.20436,Entire home/apt,454,1,0,,,1,1
718917,Fancy Flat near Taksim Square (7),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,186,1,316,2020-12-23,3.94,12,365
719575,The room with Golden Horn view,3713291,Sibel,,Fatih,41.03027,28.94943,Private room,181,1,0,,,1,0
720970,room at the center of istanbul,3722275,Banu,,Besiktas,41.0475,29.00271,Private room,317,1,0,,,1,0
722615,BAKIRKÖY SAHİL SUİTES GÜVENCESİYLE,3732089,Recai,,Bakirkoy,40.97522,28.87263,Entire home/apt,726,2,0,,,2,0
723680,1001 nights in Istanbul,3739117,Nora,,Beyoglu,41.02951,28.98356,Entire home/apt,909,3,4,2018-10-07,0.04,1,365
724307,Private Room in Safest Area,3744228,Seckin,,Besiktas,41.07444,29.02441,Private room,273,1,0,,,1,365
724513,Villa Bosphorus Konak,1542021,İlhan,,Beykoz,41.17503,29.08932,Entire home/apt,2272,2,3,2019-03-31,0.03,8,329
728570,Nice pvt room near Sabiha airport,3780095,Fi̇li̇z,,Tuzla,40.81867,29.30315,Private room,318,1,0,,,1,0
728601,Adorable private bedroom & bathroom,350982,Sibel,,Besiktas,41.06002,29.0191,Private room,591,3,1,2015-08-31,0.02,1,365
729616,Small room in the city center,3338221,Bahar,,Fatih,41.01719,28.93065,Private room,112,2,13,2014-05-13,0.13,2,365
730613,Single room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97589,29.0671,Private room,227,7,11,2016-10-20,0.13,3,363
731045,Big & old apartment close to Nişantaşı and Taksim,3803282,Pinar,,Sisli,41.05378,28.98742,Private room,318,1,0,,,4,362
731518,tree and the balcony,3807364,Atanur,,Kadikoy,40.9959,29.03336,Private room,136,1,0,,,1,0
733326,Bakırköy Sahil Suites Near Airport*,3732089,Recai,,Bakirkoy,40.97531,28.87351,Shared room,724,1,0,,,2,0
734761,nıcest place,3831926,Fırat,,Pendik,40.86749,29.30739,Private room,553,1,0,,,1,0
736719,Do You Want Comfort and Convenience,3845585,B&B,,Kadikoy,40.97353,29.07474,Entire home/apt,908,2,4,2015-09-01,0.05,4,365
737917,Sunny&cosy vintage apt @Beyoglu,3855318,Fulya,,Beyoglu,41.03597,28.97643,Entire home/apt,444,5,9,2013-09-25,0.10,1,364
739517,Historical Spacious Room in Taksim!,3733806,Süreyya,,Beyoglu,41.03219,28.98017,Private room,273,2,63,2019-04-29,0.74,1,1
740158,"Marvelous sea view, 80m2 penthouse",3815061,Bahri&Nihal,,Uskudar,41.013,29.01541,Entire home/apt,415,4,70,2020-11-28,0.74,2,363
741440,Orange Studio Private&Great Terrace,466302,Demir,,Sisli,41.04929,28.98635,Entire home/apt,212,2,36,2019-08-04,0.39,10,307
741489,Taksimde eğlence ve tarihin içinde,3851071,Ali,,Beyoglu,41.03065,28.98385,Entire home/apt,907,3,0,,,1,365
743975,Magnificent Rooms For Your Comfort,3898634,Bilal,,Uskudar,41.02003,29.01355,Private room,545,1,1,2015-03-05,0.01,1,0
744102,Furnished 3BR Apt near Taksim SQ,3899554,Demet,,Sisli,41.0465,28.99457,Entire home/apt,200,180,0,,,1,0
744242,#Old City#Authentic Duplex #Terrace,4334558,Ibrahim,,Fatih,41.01094,28.95067,Entire home/apt,289,2,128,2020-03-20,1.36,1,0
745344,Nice flat Central residential area,3891320,Hikmet,,Besiktas,41.05886,29.00334,Private room,1086,1,0,,,1,0
745575,golden horn,3909876,Erkan,,Kagithane,41.05998,28.95327,Private room,332,1,0,,,1,0
745923,Cool apartment in İstanbul,3911985,Zekiye,,Sisli,41.0604,28.98673,Entire home/apt,905,1,1,2015-01-02,0.01,1,0
746868,Renewed basement studio with garden,2248444,Pinar,,Beyoglu,41.03806,28.97581,Entire home/apt,149,2,34,2020-11-03,0.37,6,185
746925,TAKSIM CENTER - Comfy Room / House,3000696,Onur,,Beyoglu,41.04006,28.9833,Private room,136,2,1,2013-06-20,0.01,1,365
750291,Cozy Room OLIVE   @Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03488,28.97242,Private room,118,2,9,2020-01-02,0.09,8,345
750300,Cosy flat at the heart of İstanbul,3944343,Ayla,,Beyoglu,41.03514,28.97667,Entire home/apt,406,4,108,2020-01-05,1.12,21,311
751278,"Central Istanbul, Easy Transport",3872410,Furkan,,Uskudar,41.02672,29.03997,Private room,295,1,0,,,1,0
757385,One bedroom apartment in Istanbul,3988379,Omer,,Kagithane,41.07329,28.97601,Entire home/apt,684,1,0,,,1,365
757694,Room for Rent in Istanbul Airport,3845067,Ömür,,Bahcelievler,41.00406,28.82735,Private room,363,1,0,,,1,365
757758,"room,close to saw airport best spot",3991481,Emrah,,Pendik,40.92538,29.29089,Private room,100,1,33,2019-06-17,0.36,3,358
757779,room close to sabiha gokcen airport,3991481,Emrah,,Pendik,40.92544,29.29017,Private room,100,1,51,2019-08-27,0.53,3,1
764673,1+1 Modern House at the Bosphorus!!,3878300,Gonca,,Besiktas,41.04676,29.01426,Entire home/apt,345,3,8,2017-09-16,0.08,1,362
767323,Comfortable rooms in Beylikdüzü,3043974,Hakan,,Beylikduzu,41.00387,28.6499,Private room,454,1,3,2013-03-09,0.03,1,365
768439,In the heart of Cihangir!,2017892,Dogan,,Beyoglu,41.03016,28.98247,Entire home/apt,455,365,6,2014-01-02,0.06,1,365
768724,Room in Touristic Spot of Istanbul,4055099,Hediye,,Beyoglu,41.03388,28.98859,Private room,82,3,13,2020-11-07,0.39,2,0
768999,ADAHAN,4056543,Lale,,Beyoglu,41.02958,28.97377,Entire home/apt,1267,1,0,,,1,0
769270,Rental Room in Istanbul Good Choice,4057328,Fırat,,Basaksehir,41.08559,28.66085,Private room,297,1,0,,,2,365
770027,Great location - w/ all connections,4056757,M.Hakan,,Fatih,41.01971,28.94369,Entire home/apt,409,3,16,2020-01-04,0.16,7,365
770225,2 min Accross Metro 20min to Taksim,4063457,Erhan,,Sisli,41.10163,29.00043,Private room,178,1,3,2013-05-09,0.03,1,365
773494,Galata and Istiklal 3 min,4081662,Tolga,,Beyoglu,41.03015,28.97136,Shared room,368,1,0,,,1,0
773555,Great central apt near Bosphorous,4076741,Lutfi,,Besiktas,41.04657,29.00396,Entire home/apt,806,1,0,,,1,0
778627,Central @ ISTANBUL close to History,4057328,Fırat,,Fatih,41.0135,28.94751,Entire home/apt,606,1,0,,,2,365
779790,İstanbul/Taksim,4111695,Onur,,Beyoglu,41.03209,28.98303,Private room,407,1,0,,,1,0
781959,SPACE IN HISTORICAL BOSPHORUS HOUSE,3304529,Erkmen,,Besiktas,41.07012,29.04122,Private room,681,7,0,,,1,365
782389,Studio fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05158,28.99034,Hotel room,499,3,3,2019-09-24,0.12,4,0
783488,Stylish Suite Room with kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03161,28.97469,Hotel room,345,1,54,2019-05-16,0.57,6,365
784620,Studio in Galata area near Tram St.,4137180,Ahmet,,Beyoglu,41.02873,28.97717,Entire home/apt,149,4,139,2020-12-25,1.63,2,0
784758,Twin Suit fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05183,28.99042,Hotel room,526,3,0,,,4,365
788715,CasaLoBueno#2 Comfort Galata Tower,2054075,Doret & Izel,,Beyoglu,41.02471,28.97444,Entire home/apt,771,4,80,2020-08-23,0.83,4,364
788822,in the heart of Istanbul,1803233,Maria,,Beyoglu,41.03895,28.97693,Entire home/apt,163,60,1,2015-11-25,0.02,1,365
791056,SPECIAL OFFER Spacious Ottoman style Apartment at the heart of everything.,4167573,David,,Beyoglu,41.03384,28.97912,Entire home/apt,412,2,52,2020-09-30,0.56,1,348
791977,Ground Floor 2+1 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03913,28.98114,Private room,636,2,0,,,13,2
793132,Quiet But Exciting Neighbourhood,4179088,Taylan Ataol,,Beyoglu,41.02999,28.98078,Shared room,100,1,126,2016-05-08,1.29,1,365
793299,Your home in Central Istanbul,4179813,Ahmet,,Sisli,41.04472,28.9784,Private room,273,1,0,,,1,365
796583,"Cozy Home & Office, Istanbul",4196378,Kerem,,Besiktas,41.08054,29.04483,Entire home/apt,1590,1,0,,,1,1
800706,"well designed flat, beyoglu",146236,Burcu,,Beyoglu,41.02846,28.97717,Entire home/apt,555,95,56,2020-01-04,0.77,1,358
803139,Comfortable apartment in Taksim,4226994,Marika,,Sisli,41.04387,28.9859,Entire home/apt,744,1,0,,,1,0
803613,Deluxe Suite with Bosphorus View,4229442,Hasan,,Beyoglu,41.03202,28.98465,Entire home/apt,1091,1,0,,,3,365
804340,"Apartment w. garden in Macka, Besiktas, Tesvikiye",4220690,Ayse & Ned,,Besiktas,41.04436,28.99841,Entire home/apt,409,7,12,2020-09-26,0.46,1,1
811837,loft/flat 80sqm sea vue teras,679615,Paskal,,Beyoglu,41.02939,28.9756,Entire home/apt,500,4,61,2019-07-21,0.72,1,85
812948,2 kedili daire..  :),1573951,Emre,,Maltepe,40.94984,29.1589,Private room,340,1,0,,,1,1
814023,"Unique Bosp. View, with Balcony Modern 24hSecurity",1542021,İlhan,,Beyoglu,41.03384,28.99164,Hotel room,1572,2,8,2019-09-29,0.24,8,238
814155,"Modern , Stylish , 2 min to tram/funicular",1542021,İlhan,,Beyoglu,41.03373,28.99154,Entire home/apt,1036,2,15,2019-04-11,0.27,8,244
814340,A nice stay in old İstanbul (Balat),4279051,Ahu,,Fatih,41.03426,28.94371,Private room,372,1,1,2017-05-18,0.02,1,1
815172,Feel like in your own home in ŞİŞLİ,4282661,Metin,,Sisli,41.06243,28.98461,Private room,175,1,0,,,1,1
820752,Alaaddin Apart Beyoglu,4310495,Alaaddin,,Beyoglu,41.03485,28.97919,Entire home/apt,318,3,14,2019-07-31,0.14,2,1
823470,Cozy & Pretty Room in Taksim Square,4312116,Emin,,Beyoglu,41.03494,28.97999,Private room,392,1,0,,,1,364
824747,"cheap room @Purana Paltan area,Dhak",4164994,Sanjida,,Beyoglu,41.03815,28.97542,Private room,318,1,0,,,1,0
827174,Luxury Studio in Beyoglu,4339636,Neva,,Beyoglu,41.03162,28.97934,Hotel room,408,1,3,2020-11-30,0.10,16,341
827176,Stylish Studio with Private Patio,4339636,Neva,,Beyoglu,41.03162,28.9794,Entire home/apt,318,1,64,2020-11-24,0.96,16,0
827177,Design Terrace Suit w 24/7 Security,4339636,Neva,,Beyoglu,41.03156,28.97933,Hotel room,312,1,30,2020-03-01,0.46,16,353
827178,Stylish Roof Suit in Beyoğlu,4339636,Neva,,Beyoglu,41.03158,28.97933,Entire home/apt,285,1,71,2020-11-21,1.46,16,360
827402,Beyoğlu Gümüşsuyu Güven ve Huzur,4339234,Rıfat,,Beyoglu,41.03603,28.9898,Private room,200,1,0,,,1,0
827440,Nice Studio in the City Center,4339119,فارس,,Sisli,41.06224,28.98717,Private room,1112,3,0,,,1,365
830096,Stunning Double Room in Besiktas!,2541656,Başak,,Besiktas,41.05251,29.00589,Private room,109,28,29,2020-10-31,0.31,11,323
835835,modern new building in asian site,4360606,Kerem,,Atasehir,41.00107,29.10075,Entire home/apt,300,3,49,2020-12-05,0.51,1,360
836523,Exclusive and elite location (1 +1),2464199,Fahrettin,,Beyoglu,41.03145,28.98204,Entire home/apt,1299,1,1,2013-04-02,0.01,5,358
841120,"live like a hip local, w/alcove",4392731,Emrah,,Beyoglu,41.02587,28.97594,Entire home/apt,363,6,32,2020-11-06,1.07,8,0
843343,Apartment in the hearth of Beyoglu,4310495,Alaaddin,,Beyoglu,41.03595,28.97823,Entire home/apt,363,3,17,2019-10-03,0.21,2,358
846030,Renting Room with Sea Veaw,2862674,Yasin,,Uskudar,41.02282,29.01064,Private room,112,1,0,,,1,0
846376,"live like a hip local, w/balcony",4392731,Emrah,,Beyoglu,41.02735,28.97472,Entire home/apt,454,10,21,2020-02-29,0.70,8,337
846394,"live like a hip local, 1st floor",4392731,Emrah,,Beyoglu,41.02599,28.9762,Entire home/apt,318,6,32,2020-10-12,1.06,8,356
846430,"live like a hip local, penthouse",4392731,Emrah,,Beyoglu,41.02647,28.97487,Entire home/apt,908,4,2,2013-07-11,0.02,8,94
847765,Sweet Flat in Cihangir Cukurcuma,2769925,Pelin,,Beyoglu,41.03251,28.98255,Entire home/apt,201,2,351,2020-12-17,3.63,5,143
848861,Fancy Double Room with Kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03181,28.97622,Hotel room,318,1,38,2019-04-04,0.40,6,362
849225,Double Room with Kitchenette in No:11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03,28.97588,Hotel room,227,1,1,2017-07-19,0.02,6,365
849707,Apartment in the Heart of the City6,792658,ISlK,,Beyoglu,41.03906,28.98266,Entire home/apt,546,2,59,2020-08-30,0.72,9,365
853021,Apartment in the Heart of the City4,792658,ISlK,,Beyoglu,41.03856,28.983,Entire home/apt,408,2,109,2020-11-09,1.34,9,1
853077,Apartment in the Heart of the City5,792658,ISlK,,Beyoglu,41.03914,28.98302,Entire home/apt,461,2,73,2020-11-13,0.90,9,365
853129,Studio in the Heart of the City 2,792658,ISlK,,Beyoglu,41.03907,28.9827,Entire home/apt,218,2,210,2020-12-05,2.65,9,0
853852,ModernKing Suite Studio Near Taksim,730566,Murat,,Beyoglu,41.0363,28.98305,Private room,500,1,0,,,3,1
853928,"COMFORTABLE, CHIC, MODERN",4452858,Derya,,Kagithane,41.09796,28.96931,Private room,273,1,0,,,1,365
854850,Tophane-Luxury&Serviced Flat 2+1,1585558,Xflats,,Beyoglu,41.02762,28.98101,Entire home/apt,727,2,10,2019-11-28,0.19,13,186
854939,XFLATS-Penthouse with Bosphorus GS,1585558,Xflats,,Beyoglu,41.03213,28.98043,Entire home/apt,4537,2,2,2019-03-22,0.07,13,0
855862,LOVELY ROOM -Central Kadıkoy-Moda,4473413,Yaşam,,Kadikoy,40.98233,29.02449,Private room,200,2,3,2014-03-01,0.03,1,364
856979,"Lovely, bright, historical: Galata",4481370,Tan,,Beyoglu,41.0283,28.97496,Private room,318,3,37,2016-04-15,0.48,1,89
858037,"Uptwins Deluxe Residence, 1+1",4489105,Osman,,Kartal,40.90959,29.21125,Entire home/apt,1419,1,0,,,1,365
858801,Asian Side Comfortable room,4494938,Can,,Kadikoy,40.96217,29.09661,Private room,296,1,0,,,1,365
